gene_names,cms_score,
PSMB1,8.40774,
ASTN2-AS1,8.40187,
PAPPA,8.40187,
PAPPA-AS1,8.40187,
MIR4454,8.40187,
NAF1,8.40187,
LINC01269,8.40187,
LOC101928075,8.40187,
MED6,8.40187,
TTC9,8.40187,
HERPUD2,8.39408,
LOC100506725,8.39408,
LOC101930085,8.39408,
TMPRSS5,8.39408,
DBH,8.39372,
DBH-AS1,8.39372,
SARDH,8.39372,
LINC00692,8.38782,
B3GNT2,8.38518,
MIR5192,8.38518,
GOLGA6L2,8.38226,
MIR4508,8.38226,
MKRN3,8.38226,
CDK14,8.37289,
PARD3-AS1,8.37289,
COX17,8.37038,
MAATS1,8.37038,
NR1I2,8.37038,
PLA1A,8.37038,
POPDC2,8.37038,
ENC1,8.36388,
GFM2,8.36388,
HEXB,8.36388,
ALKBH3,8.36206,
ALKBH3-AS1,8.36206,
C11orf96,8.36206,
HSD17B12,8.36206,
SEC14L1P1,8.36206,
CXCL1,8.35271,
CXCL6,8.35271,
CXCL8,8.35271,
PF4V1,8.35271,
LINC01173,8.35271,
C15orf65,8.3523,
CCPG1,8.3523,
DNAAF4-CCPG1,8.3523,
MIR628,8.3523,
PIGB,8.3523,
PIGBOS1,8.3523,
RAB27A,8.3523,
ATF4,8.3519,
CACNA1I,8.3519,
LOC100506472,8.3519,
MGAT3,8.3519,
MGAT3-AS1,8.3519,
MIEF1,8.3519,
RPS19BP1,8.3519,
SYNGR1,8.3519,
TAB1,8.3519,
FUT8,8.34417,
LOC101928251,8.34375,
SDK2,8.34375,
MIR6874,8.33923,
RNF216,8.33923,
RNF216-IT1,8.33923,
CIR1,8.33923,
GPR155,8.33923,
LINC01305,8.33923,
SCRN3,8.33923,
SP9,8.33923,
NRG3,8.33923,
MAGI1,8.33654,
SYN2,8.33577,
TIMP4,8.33577,
FXN,8.33387,
LOC101927069,8.33387,
PIP5K1B,8.33387,
PRKACG,8.33387,
CBX2,8.33387,
CBX4,8.33387,
CBX8,8.33387,
ENPP7,8.33387,
LINC01977,8.33387,
LINC02078,8.33387,
MIR4739,8.33387,
CLEC14A,8.33387,
SSTR1,8.33387,
ANKLE2,8.33344,
GOLGA3,8.33344,
PGAM5,8.33344,
FAM129B,8.32747,
GARNL3,8.32747,
LRSAM1,8.32747,
RPL12,8.32747,
SLC2A8,8.32747,
SNORA65,8.32747,
ZNF79,8.32747,
ADGRB1,8.32337,
ARC,8.32337,
JRK,8.32337,
LOC101928087,8.32337,
PSCA,8.32337,
PRB3,8.31826,
PRH1,8.31826,
PRH1-PRR4,8.31826,
PRH1-TAS2R14,8.31826,
SMIM10L1,8.31826,
TAS2R30,8.31826,
TAS2R42,8.31826,
TAS2R43,8.31826,
NR3C1,8.31478,
RAD23B,8.31355,
CDC42EP3,8.31036,
LINC00211,8.31036,
ANKRD29,8.30483,
LAMA3,8.30483,
NPC1,8.30483,
RMC1,8.30483,
LINC01108,8.3032,
LINC02616,8.3032,
CGGBP1,8.29647,
ZNF654,8.29647,
ATP6V1B2,8.29209,
SLC18A1,8.29209,
FAM8A1,8.29209,
LOC101928491,8.29209,
HK2,8.28948,
LINC01291,8.28948,
LINC01648,8.28559,
ZSWIM2,8.28387,
LINC02240,8.28327,
EIF3CL,8.26859,
MIR6862-1,8.26859,
MIR6862-2,8.26859,
NPIPB6,8.26859,
SBK1,8.26859,
CELF5,8.26478,
GNA15,8.26478,
LOC100996351,8.26478,
NCLN,8.26478,
S1PR4,8.26478,
CYTH3,8.26404,
DAGLB,8.26404,
FAM220A,8.26404,
RAC1,8.26404,
CCDC167,8.26404,
CMTR1,8.26404,
LINC02520,8.26404,
MDGA1,8.26404,
MIR4462,8.26404,
LINC00347,8.25674,
LINC01221,8.25529,
LINC01222,8.25529,
DLG1,8.25081,
DLG1-AS1,8.25081,
MIR4797,8.25081,
AMN1,8.24217,
DENND5B-AS1,8.24217,
ETFBKMT,8.24217,
LINC01265,8.24037,
OSMR,8.24037,
OSMR-AS1,8.24037,
ADGRE5,8.23936,
DDX39A,8.23936,
DNAJB1,8.23936,
GIPC1,8.23936,
LINC01841,8.23936,
MIR639,8.23936,
PKN1,8.23936,
PTGER1,8.23936,
TECR,8.23936,
NECTIN3,8.23738,
LINC01530,8.23734,
MIR125A,8.23734,
MIR99B,8.23734,
MIRLET7E,8.23734,
SIGLEC14,8.23734,
SIGLEC5,8.23734,
SIGLEC6,8.23734,
SPACA6,8.23734,
SPACA6P-AS,8.23734,
ZNF175,8.23734,
LINC01478,8.23509,
FAM81B,8.23278,
TTC37,8.23278,
LINC02490,8.23243,
MEGF10,8.22861,
PRRC1,8.22861,
FHOD3,8.22423,
MIR4718,8.22096,
SNX29,8.22096,
CCDC70,8.2207,
DHRS12,8.2207,
TMEM272,8.2207,
WDFY2,8.2207,
SAFB,8.21785,
SAFB2,8.21785,
TINCR,8.21785,
ZNRF4,8.21785,
MIR4424,8.21695,
RALGPS2,8.21695,
ARMC9,8.21644,
B3GNT7,8.21644,
LINC00471,8.21644,
MIR4777,8.21644,
NCL,8.21644,
NMUR1,8.21644,
SNORA75,8.21644,
SNORD20,8.21644,
SNORD82,8.21644,
CPT2,8.21079,
CZIB,8.21079,
LOC100507564,8.21079,
MAGOH,8.21079,
HRAT92,8.20549,
LOC101926963,8.20549,
LOC101927000,8.20549,
PDGFA,8.20549,
PRKAR1B,8.20549,
DCLK1,8.20008,
LINC00445,8.20008,
APBB1IP,8.19871,
GAD2,8.19871,
GADL1,8.19634,
KAZN-AS1,8.19222,
COL18A1,8.18895,
COL18A1-AS1,8.18895,
COL18A1-AS2,8.18895,
MIR6815,8.18895,
C11orf53,8.18735,
COLCA1,8.18735,
COLCA2,8.18735,
LOC100132078,8.18735,
MIR4491,8.18735,
POU2AF1,8.18735,
ASPDH,8.18291,
C19orf81,8.18291,
JOSD2,8.18291,
LRRC4B,8.18291,
SNAR-F,8.18291,
SYT3,8.18291,
ARHGAP22,8.18291,
ARHGAP22-IT1,8.18291,
ARSJ,8.18218,
DSCAM,8.18218,
PCP4,8.18218,
MIR3976,8.17688,
MIR3976HG,8.17688,
TMEM200C,8.17688,
LINC00377,8.17688,
APOC2,8.17485,
APOC4,8.17485,
APOC4-APOC2,8.17485,
CLASRP,8.17485,
CLPTM1,8.17485,
GEMIN7,8.17485,
GEMIN7-AS1,8.17485,
PPP1R37,8.17485,
RELB,8.17485,
ZNF296,8.17485,
ORC5,8.1742,
ACAP3,8.17316,
AURKAIP1,8.17316,
B3GALT6,8.17316,
C1QTNF12,8.17316,
CPTP,8.17316,
DVL1,8.17316,
INTS11,8.17316,
MIR6726,8.17316,
MIR6727,8.17316,
MIR6808,8.17316,
MXRA8,8.17316,
PUSL1,8.17316,
SCNN1D,8.17316,
SDF4,8.17316,
SNORD167,8.17316,
TAS1R3,8.17316,
TNFRSF18,8.17316,
TNFRSF4,8.17316,
TTLL10,8.17316,
UBE2J2,8.17316,
CBLL1,8.17291,
DLD,8.17291,
LOC101927974,8.17291,
SLC26A3,8.17291,
SLC26A4,8.17291,
C5orf46,8.1714,
SPINK5,8.1714,
C1orf53,8.16916,
LHX9,8.16916,
LUZP6,8.16904,
MTPN,8.16904,
COL22A1,8.16807,
MIR6744,8.16718,
MUC5AC,8.16718,
MUC5B,8.16718,
MUC5B-AS1,8.16718,
TOLLIP,8.16718,
TOLLIP-AS1,8.16718,
CCDC117,8.16663,
CHEK2,8.16663,
HSCB,8.16663,
XBP1,8.16663,
SH3GL3,8.16582,
HPDL,8.16317,
LINC01144,8.16317,
MUTYH,8.16317,
TESK2,8.16317,
TOE1,8.16317,
SFMBT2,8.16202,
CNNM1,8.16202,
GOT1,8.16202,
HPSE2,8.16202,
ATP2C2-AS1,8.16173,
COTL1,8.16173,
KLHL36,8.16173,
MEAK7,8.16173,
PPP4R1,8.16109,
RALBP1,8.16109,
TWSG1,8.16109,
IFNG,8.15193,
IFNG-AS1,8.15193,
CYP2A13,8.1452,
CYP2F1,8.1452,
PDGFB,8.14452,
RPL3,8.14452,
SNORD139,8.14452,
SNORD43,8.14452,
SNORD83A,8.14452,
SNORD83B,8.14452,
ATF7IP2,8.14396,
EMP2,8.14396,
LINC01290,8.14396,
TEKT5,8.14396,
LOC100129203,8.14396,
LOC101929295,8.14396,
SESN3,8.14396,
FRMD4A,8.14396,
LOC105375304,8.14382,
LOC441204,8.14382,
SNX10,8.14382,
LOC101928048,8.14382,
MIR4533,8.14382,
MIR548AG2,8.14382,
METAP2,8.14042,
USP44,8.14042,
YWHAZ,8.13917,
C7orf31,8.13917,
NPVF,8.13917,
CNTN5,8.13917,
LINC01488,8.1389,
LOC102724265,8.1389,
DENND1B,8.1389,
MIR1973,8.1383,
LINC01594,8.1383,
SULT1C2,8.1383,
SULT1C3,8.1383,
ZNF365,8.13462,
ALDH18A1,8.13445,
ENTPD1,8.13445,
ENTPD1-AS1,8.13445,
TCTN3,8.13445,
AK8,8.1293,
DDX31,8.1293,
GTF3C4,8.1293,
ELOB,8.12585,
FLYWCH1,8.12585,
FLYWCH2,8.12585,
PRSS21,8.12585,
PRSS22,8.12585,
PRSS30P,8.12585,
PRSS33,8.12585,
PRSS41,8.12585,
SNORA3C,8.12585,
SRRM2,8.12585,
SRRM2-AS1,8.12585,
ZG16B,8.12585,
GALNT17,8.12226,
MIR3914-1,8.12226,
MIR3914-2,8.12226,
FREM2,8.11672,
NHLRC3,8.11672,
PROSER1,8.11672,
STOML3,8.11672,
ADCY1,8.116,
LOC339862,8.11468,
ATG2A,8.1146,
CDC42BPG,8.1146,
EHD1,8.1146,
MAP4K2,8.1146,
MEN1,8.1146,
MIR192,8.1146,
MIR194-2,8.1146,
MIR194-2HG,8.1146,
MIR6749,8.1146,
MIR6750,8.1146,
PYGM,8.1146,
RASGRP2,8.1146,
SF1,8.1146,
ATP5PO,8.11322,
ITSN1,8.11322,
LINC00649,8.11322,
LOC101928126,8.11322,
ADAM23,8.10177,
GALNT7,8.10029,
CAAP1,8.09811,
PLAA,8.09811,
CASP9,8.09454,
CELA2A,8.09454,
CELA2B,8.09454,
CTRC,8.09454,
EFHD2,8.09454,
FHAD1,8.09454,
LOC101927417,8.09454,
DPH5,8.08746,
LOC102606465,8.08746,
SLC30A7,8.08746,
PODN,8.08418,
SCP2,8.08418,
SLC1A7,8.08418,
MIR4713,8.08257,
LINC02101,8.07209,
UNC5C,8.06605,
DGKQ,8.06501,
FGFRL1,8.06501,
GAK,8.06501,
IDUA,8.06501,
LOC105374344,8.06501,
RNF212,8.06501,
SLC26A1,8.06501,
TMED11P,8.06501,
TMEM175,8.06501,
MIR4325,8.06501,
MTRNR2L3,8.06501,
SPO11,8.06501,
CA10,8.06501,
FGD2,8.06388,
MTCH1,8.06388,
PI16,8.06388,
CCNB2,8.06388,
LDHAL6B,8.06388,
MIR2116,8.06388,
MYO1E,8.06388,
OR6Q1,8.06388,
OR9I1,8.06388,
OR9Q1,8.06388,
OR9Q2,8.06388,
LOC105378127,8.06199,
TCP10,8.06199,
TTLL2,8.06199,
UNC93A,8.06199,
MAP3K20,8.06106,
MAP3K20-AS1,8.06106,
IFI44,8.05937,
IFI44L,8.05937,
MIR146A,8.05603,
MIR3142,8.05603,
MIR3142HG,8.05603,
GOLGA8J,8.05287,
TJP1,8.05287,
ULK4P3,8.05287,
C9orf3,8.05119,
FBP1,8.05119,
FBP2,8.05119,
PCAT7,8.05119,
ARRDC5,8.04928,
KDM4B,8.04928,
MIR4747,8.04928,
UHRF1,8.04928,
C6orf89,8.04853,
RPS12,8.04853,
SLC18B1,8.04853,
SNORA33,8.04853,
SNORD100,8.04853,
SNORD101,8.04853,
VNN1,8.04853,
VNN2,8.04853,
VNN3,8.04853,
C2CD4C,8.04853,
MIER2,8.04853,
PLPP2,8.04853,
THEG,8.04853,
GTF2A1L,8.04689,
PPP1R21,8.04689,
STON1,8.04689,
KCNB2,8.04452,
ACTG1P4,8.0431,
AMY2A,8.0431,
AMY2B,8.0431,
LOC101928436,8.0431,
RNPC3,8.0431,
CNOT2,8.03313,
KCNMB4,8.03313,
PTPRB,8.03313,
GNG2,8.03276,
CTNND1,8.03097,
TMX2-CTNND1,8.03097,
LINC01950,8.02323,
ABCA7,8.02275,
ARHGAP45,8.02275,
CBARP,8.02275,
GPX4,8.02275,
POLR2E,8.02275,
SBNO2,8.02275,
STK11,8.02275,
CCDC33,8.01482,
CYP11A1,8.01482,
LINC02255,8.01482,
MIR6881,8.01482,
PPIAP46,8.01482,
SEMA7A,8.01482,
UBL7,8.01482,
UBL7-AS1,8.01482,
ACTR3C,8.01428,
LOC100134040,8.01428,
SLC39A11,8.01428,
AMBP,8.01148,
ZNF618,8.01148,
DRD2,8.01148,
MIR4301,8.01148,
RELCH,8.00949,
TNFRSF11A,8.00949,
CEP41,8.00836,
CPA1,8.00836,
CPA2,8.00836,
CPA4,8.00836,
CPA5,8.00836,
LOC105375504,8.00836,
LOC101927421,8.00836,
GOLGA6L22,8.00611,
GOLGA8EP,8.00611,
HERC2P2,8.00611,
HERC2P7,8.00611,
UBE2E3,8.00586,
EOMES,8.00556,
LINC01980,8.00556,
TLL2,8.00535,
TM9SF3,8.00535,
ANKFY1,8.00449,
CYB5D2,8.00449,
IFNA10,7.99873,
IFNA14,7.99873,
IFNA16,7.99873,
IFNA17,7.99873,
IFNA21,7.99873,
IFNA4,7.99873,
IFNA7,7.99873,
IFNB1,7.99873,
IFNW1,7.99873,
LOC101928417,7.99873,
LOC101928446,7.99873,
GS1-124K5.11,7.99851,
KCTD7,7.99851,
LOC100996437,7.99851,
RABGEF1,7.99851,
LRRC4C,7.99273,
LOC107984703,7.99158,
TCL1A,7.99158,
TCL1B,7.99158,
TUNAR,7.99158,
RHOBTB1,7.99158,
HPGD,7.98987,
LINC01470,7.9887,
GAS7,7.98582,
MYH13,7.98582,
FBH1,7.98453,
IL15RA,7.98453,
IL2RA,7.98453,
RBM17,7.98453,
FAM122A,7.98318,
GRIK1,7.98318,
GRIK1-AS1,7.98318,
RDH10,7.98311,
RDH10-AS1,7.98311,
STAU2,7.98311,
STAU2-AS1,7.98311,
LINC02550,7.97792,
CERS6,7.97702,
CERS6-AS1,7.97702,
G6PC2,7.97702,
NOSTRIN,7.97702,
SPC25,7.97702,
TIAM2,7.97295,
AKAP13,7.97295,
KLHL25,7.97295,
LOC101929679,7.97295,
MIR1276,7.97295,
MIR548AP,7.97295,
TERB2,7.9699,
LOC399715,7.95988,
MIR3155A,7.95988,
MIR3155B,7.95988,
PFKFB3,7.95988,
CCDC27,7.95988,
MEGF6,7.95988,
TP73,7.95988,
TP73-AS1,7.95988,
TPRG1L,7.95988,
WRAP73,7.95988,
SPSB4,7.9587,
LINC00558,7.95032,
EVC,7.94926,
EVC2,7.94926,
CORO7,7.94854,
CORO7-PAM16,7.94854,
DNAJA3,7.94854,
GLIS2,7.94854,
GLIS2-AS1,7.94854,
LINC01569,7.94854,
PAM16,7.94854,
TFAP4,7.94854,
VASN,7.94854,
IFT20,7.94635,
KRT18P55,7.94635,
MIR4723,7.94635,
NLK,7.94635,
POLDIP2,7.94635,
PPY2P,7.94635,
PYY2,7.94635,
SARM1,7.94635,
SEBOX,7.94635,
TMEM199,7.94635,
TMEM97,7.94635,
TNFAIP1,7.94635,
VTN,7.94635,
TMEM132B,7.94635,
LINC02174,7.93947,
PNPT1,7.93864,
SCAT8,7.93639,
CETN3,7.93088,
LINC01339,7.93088,
LOC731157,7.93088,
ARL9,7.92989,
PAICS,7.92989,
PPAT,7.92989,
SRP72,7.92989,
THEGL,7.92989,
CACNA2D4,7.92989,
LRTM2,7.92989,
IMPG1,7.92988,
PDCD4,7.92988,
PDCD4-AS1,7.92988,
RBM20,7.92988,
ADAMTS7,7.92934,
CHRNA3,7.92934,
CHRNB4,7.92934,
LOC646938,7.92934,
DOK7,7.92539,
HGFAC,7.92539,
LINC00955,7.92539,
LRPAP1,7.92539,
RGS12,7.92539,
BICDL1,7.92487,
GCN1,7.92487,
MIR4498,7.92487,
PXN,7.92487,
PXN-AS1,7.92487,
RAB35,7.92487,
RPLP0,7.92487,
ACAP2,7.9237,
XXYLT1,7.9237,
LOC101928932,7.9228,
OPRK1,7.9228,
PTN,7.92275,
TRIM44,7.92275,
DNAH17,7.91737,
LINC01993,7.91737,
LOC101928674,7.91737,
PGS1,7.91737,
SOCS3,7.91737,
LINC02353,7.91026,
SVEP1,7.90605,
TXN,7.90605,
TXNDC8,7.90605,
GMNC,7.90579,
SNAR-I,7.90579,
SMIM31,7.90377,
CARD18,7.90161,
FGFR1OP2,7.89655,
INTS13,7.89655,
ITPR2,7.89655,
TM7SF3,7.89655,
LINC00316,7.89182,
LINC00334,7.89182,
LOC642852,7.89182,
POFUT2,7.89182,
PPP1R17,7.89135,
PLCE1-AS2,7.89135,
LRP1B,7.88626,
MIR7157,7.88626,
CNTNAP5,7.88626,
EFCAB13,7.88499,
ITGB3,7.88499,
THCAT158,7.88499,
LOC105377967,7.88446,
SLC35F1,7.88446,
CATSPER2,7.88259,
CKMT1B,7.88259,
MAP1A,7.88259,
PPIP5K1,7.88259,
STRC,7.88259,
BCAT1,7.88259,
C12orf77,7.88259,
CASC1,7.88259,
LOC645177,7.88259,
LRMP,7.88259,
ACTB,7.88181,
FBXL18,7.88181,
LOC100129484,7.88181,
LOC221946,7.88181,
MIR589,7.88181,
TNRC18,7.88181,
ASTN1,7.88084,
BRMS1L,7.87549,
RALGAPA1,7.87549,
RALGAPA1P1,7.87549,
SNORA101B,7.87549,
HMGB1,7.87454,
LINC01058,7.87454,
UBE2L5,7.87454,
MS4A1,7.87392,
MS4A12,7.87392,
MS4A13,7.87392,
MS4A14,7.87392,
MS4A5,7.87392,
MS4A7,7.87392,
RRAS2,7.87392,
SPON1,7.87392,
CNOT6,7.8724,
FLT4,7.8724,
LINC02222,7.8724,
SCGB3A1,7.8724,
MIR3137,7.8724,
XXYLT1-AS1,7.8724,
XXYLT1-AS2,7.8724,
SSBP3,7.86812,
SSBP3-AS1,7.86812,
ANKRD66,7.86558,
MEP1A,7.86558,
PLA2G7,7.86558,
ABCC8,7.86558,
KCNJ11,7.86558,
NCR3LG1,7.86558,
NUCB2,7.86558,
USH1C,7.86558,
MYCN,7.86465,
MYCNOS,7.86465,
MYCNUT,7.86465,
KCNA5,7.85991,
LINC02065,7.85961,
HECW2,7.85961,
HECW2-AS1,7.85961,
STK17B,7.85961,
OTUD7A,7.85961,
TMX1,7.85961,
SH3GL2,7.85763,
SEPT7P2,7.85735,
QRFPR,7.85191,
ARHGAP25,7.85191,
BMP10,7.85191,
ASL,7.85021,
CRCP,7.85021,
GUSB,7.85021,
VKORC1L1,7.85021,
GSDMA,7.84963,
GSDMB,7.84963,
IKZF3,7.84963,
LRRC3C,7.84963,
ORMDL3,7.84963,
PSMD3,7.84963,
ZPBP2,7.84963,
SULT1E1,7.84716,
LOC101927969,7.84647,
GPR141,7.84515,
DGKD,7.83564,
SAG,7.83564,
USP40,7.83564,
CENPQ,7.82795,
MMUT,7.82795,
INSL4,7.82427,
INSL6,7.82427,
RLN1,7.82427,
RLN2,7.82427,
SNORA70B,7.82284,
USP34,7.82284,
XPO1,7.82284,
CLIP4,7.82129,
PCARE,7.82129,
TOGARAM2,7.82129,
SCARB1,7.82129,
NR5A2,7.81699,
CLIC5,7.81325,
ARAP3,7.81073,
DIAPH1,7.81073,
FCHSD1,7.81073,
HDAC3,7.81073,
RELL2,7.81073,
ZBTB7C,7.81073,
NRXN3,7.80865,
LCOR,7.80816,
LOC102723665,7.80816,
MIR607,7.80816,
PIK3AP1,7.80816,
LOC401176,7.80643,
11-Mar,7.80643,
LINGO2,7.79894,
MGAM,7.79746,
MGAM2,7.79746,
TAS2R38,7.79746,
PLA2G4D,7.79692,
PLA2G4E,7.79692,
PLA2G4E-AS1,7.79692,
PLA2G4F,7.79692,
LINC00433,7.79692,
LINC00560,7.79692,
SETBP1,7.79295,
SLC14A2,7.79295,
CDHR5,7.79295,
DEAF1,7.79295,
DRD4,7.79295,
EPS8L2,7.79295,
IRF7,7.79295,
LMNTD2,7.79295,
LOC143666,7.79295,
LOC692247,7.79295,
LRRC56,7.79295,
MIR210,7.79295,
MIR210HG,7.79295,
PHRF1,7.79295,
RASSF7,7.79295,
SCT,7.79295,
TMEM80,7.79295,
CARD16,7.79295,
CARD17,7.79295,
CASP1,7.79295,
CASP1P2,7.79295,
CASP4,7.79295,
CASP5,7.79295,
ANK2,7.78946,
MIR1243,7.78946,
MIR8082,7.78946,
ARID5B,7.78946,
APOLD1,7.78557,
CDKN1B,7.78557,
DDX47,7.78557,
GPR19,7.78557,
MIR613,7.78557,
PDE3A,7.78265,
MYOF,7.78195,
C8orf74,7.77893,
LOC102723313,7.77893,
MIR4286,7.77893,
PINX1,7.77893,
RP1L1,7.77893,
SOX7,7.77893,
B3GALT2,7.77893,
CDC73,7.77893,
GLRX2,7.77893,
MIR1278,7.77893,
RO60,7.77893,
METTL5,7.77736,
SNORD3K,7.77736,
SSB,7.77736,
LOC102724623,7.77698,
FRAS1,7.77609,
COL1A2,7.77433,
COL1A2-AS1,7.77433,
EIF2AK3,7.77012,
FOXI3,7.77012,
LOC101928371,7.77012,
TEX37,7.77012,
MIR6880,7.77012,
NCOR2,7.77012,
RFLNA,7.77012,
ZNF664-RFLNA,7.77012,
P3H2,7.76667,
TTC39B,7.76392,
AIMP2,7.76348,
ANKRD61,7.76348,
EIF2AK1,7.76348,
SNORA80D,7.76348,
USP42,7.76348,
SKINT1L,7.76348,
SORBS2,7.76248,
RMDN2,7.76237,
REV3L,7.75684,
TRAF3IP2,7.75684,
TRAF3IP2-AS1,7.75684,
THRB-AS1,7.75016,
NKIRAS1,7.74845,
NR1D2,7.74845,
RPL15,7.74845,
UBE2E1,7.74845,
ASB7,7.74718,
CERS3,7.74718,
LINS1,7.74718,
LOC102723335,7.74718,
PRKXP1,7.74718,
OGFRL1,7.74379,
DLX3,7.74379,
DLX4,7.74379,
FLJ45513,7.74379,
KAT7,7.74379,
TAC4,7.74379,
C10orf120,7.74379,
CUZD1,7.74379,
DMBT1P1,7.74379,
FAM24B-CUZD1,7.74379,
LOC112577516,7.74379,
CENPV,7.73372,
MIR1288,7.73372,
PIGL,7.73372,
SNHG29,7.73372,
SNORD49A,7.73372,
SNORD49B,7.73372,
TRPV2,7.73372,
UBB,7.73372,
NFAM1,7.73175,
POLDIP3,7.73175,
RRP7A,7.73175,
RRP7BP,7.73175,
SERHL,7.73175,
SERHL2,7.73175,
PRPF4B,7.72939,
SDR16C5,7.72892,
SDR16C6P,7.72892,
LOC100420587,7.72892,
KLHL22,7.72514,
MED15,7.72514,
NEIL3,7.7198,
LOC100129540,7.71968,
RASGRF1,7.71968,
LINC00456,7.71968,
MBNL2,7.71968,
LINC01484,7.71329,
LINC01942,7.71329,
EMX1,7.71127,
SFXN5,7.71127,
SPR,7.71127,
EXOC6B,7.71127,
TMEM106B,7.70987,
VWDE,7.70987,
FLJ42969,7.70915,
ACOT12,7.70915,
FAM184A,7.70616,
MAN1A1,7.70616,
IL1R2,7.70616,
BMP2,7.70445,
LINC01713,7.70445,
BCL11A,7.70187,
GIMAP4,7.69827,
GIMAP7,7.69827,
GIMAP8,7.69827,
LINC00996,7.69827,
ANTXRL,7.69827,
ANTXRLP1,7.69827,
AP2B1,7.69756,
LINC02001,7.69756,
LOC107985033,7.69756,
PEX12,7.69756,
SLFN12,7.69756,
SLFN12L,7.69756,
SLFN13,7.69756,
SLFN14,7.69756,
SNORD7,7.69756,
HNF4A,7.69625,
HNF4A-AS1,7.69625,
LINC01430,7.69625,
LINC01620,7.69625,
MIR3646,7.69625,
R3HDML,7.69625,
SERINC3,7.69625,
TTPAL,7.69625,
ANKRD20A19P,7.69499,
C1QTNF9B,7.69499,
MIPEP,7.69499,
PCOTH,7.69499,
ZFP64,7.68818,
ZNF433-AS1,7.68818,
ZNF439,7.68818,
ZNF440,7.68818,
ZNF491,7.68818,
ZNF69,7.68818,
ZNF700,7.68818,
ZNF763,7.68818,
EGLN3,7.68818,
CASC8,7.68739,
CISD3,7.68614,
EPOP,7.68614,
LOC105371763,7.68614,
MIR4726,7.68614,
MIR4734,7.68614,
MLLT6,7.68614,
PCGF2,7.68614,
AP5B1,7.68448,
CCDC85B,7.68448,
CFL1,7.68448,
CTSW,7.68448,
EFEMP2,7.68448,
FIBP,7.68448,
FOSL1,7.68448,
KAT5,7.68448,
MIR1234,7.68448,
MUS81,7.68448,
OVOL1,7.68448,
OVOL1-AS1,7.68448,
RNASEH2C,7.68448,
SNX32,7.68448,
FKBP14,7.68025,
PLEKHA8,7.68025,
SCRN1,7.68025,
PBX3,7.67949,
DSCAM-AS1,7.67949,
IRS2,7.67459,
LINC00676,7.67459,
CARD11,7.67446,
GNA12,7.67446,
MAST4,7.66871,
ADPRH,7.66687,
CD80,7.66687,
POGLUT1,7.66687,
TIMMDC1,7.66687,
CD36,7.66222,
GNAT3,7.66222,
CES1,7.65821,
CES5A,7.65821,
COL4A1,7.65729,
LOC105370361,7.65729,
LYAR,7.65677,
OTOP1,7.65677,
TMEM128,7.65677,
ZBTB49,7.65677,
KMT5A,7.65185,
LOC112268105,7.65185,
MIR3908,7.65185,
MIR8072,7.65185,
RILPL1,7.65185,
RILPL2,7.65185,
SBNO1,7.65185,
SNRNP35,7.65185,
MIR4527,7.64945,
MIR4527HG,7.64945,
GK2,7.64932,
NAA11,7.64932,
PHLDB2,7.64932,
PLCXD2,7.64932,
BAD,7.64663,
CATSPERZ,7.64663,
CCDC88B,7.64663,
ESRRA,7.64663,
FKBP2,7.64663,
GPR137,7.64663,
KCNK4,7.64663,
KCNK4-TEX40,7.64663,
LOC105369340,7.64663,
MIR1237,7.64663,
MIR7155,7.64663,
PLCB3,7.64663,
PPP1R14B,7.64663,
PRDX5,7.64663,
RPS6KA4,7.64663,
TRMT112,7.64663,
VEGFB,7.64663,
C5orf56,7.64155,
IL5,7.64155,
IRF1,7.64155,
RAD50,7.64155,
IRX1,7.64106,
LINC01017,7.64106,
LINC01019,7.64106,
XYLT1,7.63868,
IGFBP7,7.63614,
IGFBP7-AS1,7.63614,
AUTS2,7.63551,
LINC02549,7.63421,
LOC102723883,7.63421,
ADAMTS17,7.6339,
CERS3-AS1,7.6339,
SPATA41,7.6339,
EYA1,7.63084,
C5orf66,7.63084,
C5orf66-AS2,7.63084,
H2AFY,7.63084,
ANO4,7.63084,
SLC5A8,7.63084,
LINC00167,7.63084,
PRDM10,7.63084,
HGF,7.62789,
LOC100128317,7.62789,
LOC105369146,7.62789,
ALB,7.62096,
PURG,7.61589,
WRN,7.61589,
ESF1,7.61589,
NDUFAF5,7.61589,
SEL1L2,7.61589,
SAMD5,7.61544,
GJA4,7.60929,
GJB3,7.60929,
GJB4,7.60929,
GJB5,7.60929,
MIR552,7.60929,
KDM5A,7.60911,
ADGRL3-AS1,7.60905,
PPFIBP1,7.60905,
SMCO2,7.60905,
CTNNA3,7.6082,
ACAT2,7.60609,
MAS1,7.60609,
MRPL18,7.60609,
PNLDC1,7.60609,
SNORA20,7.60609,
SNORA29,7.60609,
SOD2,7.60609,
SOD2-OT1,7.60609,
TCP1,7.60609,
WTAP,7.60609,
QKI,7.60397,
TMEM241,7.60192,
DIRC3,7.59966,
DIRC3-AS1,7.59966,
EFHB,7.59899,
KAT2B,7.59899,
PP2D1,7.59899,
RAB5A,7.59899,
ELMO1,7.59897,
CRYBA1,7.59053,
MIR4523,7.59053,
NUFIP2,7.59053,
TAOK1,7.59053,
FAM83B,7.58881,
PARVB,7.58881,
PARVG,7.58881,
SAMM50,7.58881,
LINC01964,7.58881,
LOC102724579,7.58881,
TCF7L1,7.58881,
TCF7L1-IT1,7.58881,
IFI27,7.58881,
