,NUDT22,LOC646498,,PIP3-E,SYT10,,,SPRY1,TPM1,BDKRB1,,SLC8A1,MYT1L,HAGH FAHD1 C16orf73 HS3ST6 SEPX1 RPL3L NDUFB10 RPS2 RNF151 TBL3 NOXO1 GFER SYNGR3 ZNF598 ,,,SCMH1,,,,,LINC01060,,,,,,,,MKNK2,,Prkcg,,,LMNA,,HMGCLL1,,TEX264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OXCT2,LRRC67,,PLAT,TBC1D1,,,VEGFC,TPO,BDKRB2,,SOD1,NCF2,HEATR7B1 HJURP TRPM8 ,,,SNX24,,,,,LINC01115,,,,,,,,MLST8,,LOC102924596,,,CRYAB,,INSM2,,NEGR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRDX5,ANXA8L1,,PLAU,TCF4,,,ADRA1B,TXNRD1,C11orf86,,SOD2,NOL8,HECW1 ,,,TMEM135,,,,,LINC01118,,,,,,,,MMP19,,Tnfrsf11a,,,SDIM1,,IQCH,,IER5L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRM2,COPS5,,PLOD1,TEAD1,,,PRKAA1,ACE,C1R,,SOD3,NOX5,HHAT ,,,TNNC1 NISCH STAB1,,,,,LONP2,,,,,,,,MMP23B,,Nf1,,,ERCC3,,ITGA11,,ZNF653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RMND5A,CSPP1,,PLOD2,TELO2,,,SPRY4,ACE2,C1RL,,STC1,ODZ4,HJURP TRPM8 ,,,ADAM5P ADAM3A,,,,,LPGAT1,,,,,,,,MOB3A,,Sirt1,,,MDM4,,KB-1507C5.2,,CDH22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SLC26A11,HLA-DQB1,,PML,THBS4,,,TERT,AGT,CACNA1B,,STC2,OR51B6,HJURP TRPM8 SPP2 ,,,ANXA10 DDX60,,,,,LPPR4,,,,,,,,MRPL20,,Trpa1,,,SRC,,LAMC2,,HOXA11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TMEM134,KLHDC8B,,PPARA,THUMPD3,,,EDN1,ANPEP,CLSTN3,,TCEB1,OSBPL10,HMGA2 ,,,BRF1 PACS2,,,,,LSAMP,,,,,,,,MSLN,,Tnxb,,,SLC9A1,,LATS1,,DLL4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRIM56,LOC728643,,PRKAA1,TMEM120B,,,POU5F1,ATP6AP2,CRH,,TCEB2,OXR1,HS3ST4 ,,,C14orf33 KTN1,,,,,MIR219-1,,,,,,,,MSLNL,,Ube2b,,,HMOX1,,LRRC36,,PLXND1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UBE2L3,MAGEH1,,PRKCQ,TMEM155,,,TNF,CMA1,CSF3R,,TNFAIP3,PARP11,HYDIN ,,,C1orf185,,,,,MLLT3,,,,,,,,MXRA8,,Elavl1,,,SLC2A8,,NDUFAF2,,SFRS5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WASF2,SPIN2A,,PSEN2,TMEM189,,,VEGFA,CPA3,DNAJC5B,,TP53,PBX1,ID2 ,,,C21orf29 C21orf90,,,,,MSI2,,,,,,,,MYADML2,,Plcg2,,,RAF1,,NT5C2,,MTTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AP001362.1,TCF24,,PTEN,TMEM204,,,EPO,CTSD,FREM2,,TPM1,PCSK6,ID2 KIDINS220 ,,,CDK5RAP2,,,,,MTUS2,,,,,,,,MYH1,,Lct,,,CAT,,NUP43,,ACVR1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C1orf172,BAGE5,,PTK2B,TMEM215,,,IGFBP1,CTSG,HFM1,,TPO,PCTK3,IFI16 AIM2 CADM3 ,,,CDRT1 TRIM16,,,,,MXRA7,,,,,,,,MYH13,,Hk1,,,MMP14,,PDE12,,ZFX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CD164L2,CCDC71,,PTX3,TMEM63C,,,IGFBP3,CTSZ,IGF1,,TWIST1,PDE1C,IGLL1 C22orf43 ,,,CLCN5 MIR532 MIR188 MIR500A MIR362 MIR501 MIR500B MIR660 MIR502,,,,,NPSR1-AS1,,,,,,,,MYH3,,Sdhd,,,PKM,,PHACTR4,,PAPPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EVA1B,DUOX1,,PYGM,TMEM86A,,,IL6,ENPEP,MRPS15,,TXNRD1,PHF15,IGSF21 ,,,CNTNAP3,,,,,OBSCN,,,,,,,,MYH4,,Tgfb1,,,PIN1,,PHF20L1,,ELOVL4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GPR152,HLA-DQA1,,RORA,TRIM34,,,LEP,GZMH,OSCP1,,UBA52,PIP5K1B,IL13 IL4 KIF3A CCNI2 SEPT8 ANKRD43 SHROOM1 ,,,CXorf36,,,,,PCDH15,,,,,,,,MYH8,,Gab1,,,ADAM8,,PLEKHB2,,GNAI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KRTAP5-10,LOC643650,,RORB,TRIM42,,,PDGFA,MME,PC,,UBB,PLAC1L,IL4 KIF3A CCNI2 SEPT8 ANKRD43 SHROOM1 GDF9 UQCRQ LEAP2 ,,,CXorf59,,,,,PDE6A,,,,,,,,MYL6B,,Ipo4,,,PINK1,,PPIC,,FIBCD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NPIPB7,PAGE3,,RORC,TRPC3,,,PIK3CG,REN,RAET1E,,UBC,PLCZ1,IL4 KIF3A CCNI2 SEPT8 ANKRD43 SHROOM1 GDF9 UQCRQ LEAP2 AFF4 ,,,DMTF1,,,,,PDE7B,,,,,,,,MYO15A,,Itgav,,,CYP1A1,,RAD54L2,,AHNAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NPIPB8,PFKFB1,,RYR1,TTC8,,,COPS5,FIGF,RAET1G,,UBE2D1,PMFBP1,INPP4A C2orf64 UNC50 MGAT4A ,,,DOCK3,,,,,PES1,,,,,,,,NABP2,,Vegfc,,,KCNK3,,RAVER2,,ELF3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,POLD4,RABEP2,,RYR2,UBE2V1,,,RNF139,FLT1,RBP5,,UBE2D2,POU6F2,IQCA1 CXCR7 ,,,DPP10,,,,,PRKAR1A,,,,,,,,NADK,,Itga6,,,NOS2,,RBM4,,DDX4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SDF2L1,SNORD87,,SCNN1B,UBQLN3,,,SNAI2,FLT4,RP11-404P21.6,,UBE2D3,PRDM2,IRS1 ,,,DTNA,,,,,PRKAR1B,,,,,,,,NAPRT1,,Ltb,,,PPARA,,RBM4,,ZFY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SERPINE1,SPIN2B,,SCNN1G,ULBP3,,,NOTCH1,KDR,RP11-404P21.8,,UBQLN1,PREX1,IRX3 ,,,ETNK1,,,,,PRKG1,,,,,,,,NARFL,,Pde5a,,,WTIP,,RIMBP3C,,NRXN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SF1,ATP2A1,,SERPINA1,UNC5C,,,TNC ,NRP1,SYT12,,UCN2,PRICKLE2,ISPD SOSTDC1 ,,,EXOSC6 AARS DDX19B,,,,,PRRX2,,,,,,,,NCAPH2,,Col4a2,,,DRD2,,RP11-507M3.1,,LOC402573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SOCS1,BAGE2,,SHH,UTRN,,,CUL2,NRP2,TBX10,,UCN3,PRKCA,ITGA11 ,,,FBN1,,,,,PYGL,,,,,,,,NCOA1,,Cops5,,,MPL,,RRM2B,,GPT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STIP1,DUOXA1,,SLC11A2,VEPH1,,,NRP1,PDGFC,TRIM55,,USP19,PRPF4B,KATNA1 LATS1 NUP43 PCMT1 LRP11 ,,,FMR1NB,,,,,RB1,,,,,,,,NDUFB10,,Tnfaip3,,,ADAM17,,SCN5A,,NXPH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TBC1D16,EFR3B,,SLC2A8,VGLL4,,,IGF2,PGF,ULBP1,,VEGFA,PRRX2,KCNE4 ,,,GPR112,,,,,RBFOX3,,,,,,,,NEUROG1,,Sphk1,,,TRPC6,,SKOR1,,PHF20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TMEM59,ESYT3,,SLC8A1,WDR21A,,,TH,VEGFB,ULBP2,,VEGFB,PSD3,KCNG2 PQLC1 HSBP1L1 TXNL4A ,,,GYPE,,,,,RCBTB2,,,,,,,,NFATC1,,Pdgfra,,,P2RX2,,SNRK,,RCOR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,VEGFB,HLA-DRB1,,SMAD3,WDR72,,,VEGFB,VEGFC,DNAJC4,,VEGFC,PTER,KCNH7 ,,,HABP4 CDC14B,,,,,RHBDD1,,,,,,,,NFIC,,Fndc1,,,ADORA1,,SP4,,BMP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ZNF768,HOXD1,,SMAD4,WIPI1,,,MDM2,,FERMT3,,VHL ,PTPRD,KCNK10 SPATA7 ,,,HCN4,,,,,RHOQ,,,,,,,,NHLRC4,,Brca1,,,HMOX2,,SPATA7,,TBK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AL161915.1,LAMB2P1,,SMAD9,WWOX,,,NOS1,,FLRT1,,,RAB31,KCNMB1 KCNIP1 ,,,HLA-DRB1 HLA-DQA1 HLA-DQB1,,,,,RIT2,,,,,,,,NLGN2,,Cd44,,,ITPR2,,STAT3,,JMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,APOBR,NCRNA00254,,SOCS3,XDH,,,EDNRB,,HAND2,,,RAMP1,KHDRBS2 ,,,HTR2C MIR1298,,,,,RLBP1,,,,,,,,NOTUM,,Lama2,,,SMAD3,,TBX15,,VAPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ATG2A,PAGE5,,SOD1,XIRP2,,,FLT1,,MACROD1,,,RAPGEF5,KIAA0087 ,,,KDM5C IQSEC2,,,,,RP11-111J6.2,,,,,,,,NOXO1,,Akt2,,,EDN1,,TCIRG1,,RORC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CABP4,PPYR1,,SOD2,ZNF618,,,SPRY2,,MORF4,,,RELN,KIAA0087 C7orf71 SKAP2 ,,,KEL OR9A2,,,,,RP11-120M18.2,,,,,,,,NPB,,P4ha2,,,CARD16,,TFB1M,,CHST8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EHBP1L1,SNHG6,,SOD3,ZNF638,,,EGLN3,,MUC12,,,RIN2,KIF16B ,,,KIAA1324L,,,,,RP11-146N18.1,,,,,,,,NPLOC4,,Msh2,,,CCNA2,,TMEM116,,PTBP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EIF4A3,SPIN3,,SPR,ZNF775,,,HIF1A,,MUC3A,,,RYR2,KIF19 BTBD17 GPR142 GPRC5C CD300A ,,,KLHL13,,,,,RP11-28O3.2,,,,,,,,NTAN1,,Rragc,,,HIPK2,,TMEM255B,,UVRAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GPATCH3,TMEM138,,STAT5B,ABHD5,,,PGF,,NUDT22,,,SAAL1,KIF19 BTBD17 GPR142 GPRC5C CD300A CD300LB ,,,KLRAQ1 STON1-GTF2A1L STON1,,,,,RP11-314P15.2,,,,,,,,NTHL1,,Col6a3,,,PSMC6,,TMPRSS11E,,MTCH2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GPR137,TRO,,TDO2,ADAMTS6,,,ARNT2,,PTGFR,,,SAMD12,KIF20B ,,,LOC100272228,,,,,RP11-358H9.1,,,,,,,,OPLAH,,Ltbr,,,FMN2,,UBXN2A,,KLHDC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KRTAP5-11,ASB8,,TFRC,AGBL4,,,CDH1,,RANP6,,,SCHIP1,KL STARD13 ,,,LRRC37A3,,,,,RP11-384F7.2 AC068633.1,,,,,,,,OPN1SW,,Col3a1,,,RBX1,,UHRF1BP1,,SLCO5A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MAP3K6,BAGE3,,TGFB1,ANKRD44,,,MMP2,,RP11-21A7A.2,,,SCML4,KSR2 ,,,NCAM2,,,,,RP11-421P23.2,,,,,,,,OR51B4,,Scnn1g,,,NFE2L2,,USP33,,HUWE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PYGM,BEX5,,TGFB2,ANKS1B,,,SNAI3,,RP11-21A7A.3,,,SCUBE1,KYNU ARHGAP15 ,,,NCRNA00182 MIR545 MIR374A ZCCHC13,,,,,RP11-463O9.6,,,,,,,,OR51B5,,LOC102924223,,,MTOR,,ZBTB37,,COX4I2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RMI2,BTF3L4,,TGFB3,APC,,,TSC2,,RP11-21A7A.4,,,SDK1,LASS6 ,,,NHSL2,,,,,RP11-511B23.2,,,,,,,,OR51B6,,Lta,,,VASN,,ZNF699,,TEF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SSH3,C16orf73,,TGFBR1,APOL4,,,BECN1,,RP11-395B7.2,,,SERPINA13,LCMT2 ADAL ZSCAN29 TUBGCP4 TP53BP1 ,,,NRXN3,,,,,RP11-58A18.1,,,,,,,,OR51F1,,Nkx3-1,,,PSME4,,ZNF713,,FOXN4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRPT1,C21orf62,,TH,ARL6IP6,,,NOS2A,,RP11-395B7.4,,,SERPINA3,LCMT2 ADAL ZSCAN29 TUBGCP4 TP53BP1 MAP1A ,,,OPHN1,,,,,RP11-69C13.1,,,,,,,,OR51V1,,Ulk1,,,PSMD10,,ZRANB2,,IRF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ZNF785,C2orf84,,THBS1,ASAP2,,,POLR2A,,RP11-471J12.1,,,SH2D4B,LGI3 SFTPC BMP1 PHYHIP POLR3D PIWIL2 ,,,OR13H1,,,,,RP11-813I20.2,,,,,,,,OR52A1,,Tlr3,,,BCL2,,ACTR10,,AMOTL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AIP,C8orf45,,TICAM1,ASF1A,,,EGLN2,,RP11-783K16.14,,,SLC35F5,LMTK2 BRI3 BHLHA15 TECPR1 ,,,OR2L13 OR2L3,,,,,SERBP1P3,,,,,,,,OSBPL2,,Psen2,,,SIRT1,,ACVR2B,,PINX1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C11orf85,CYBASC3,,TNF,ASNSD1,,,HIF3A,,SNORA43,,,SLC44A5,LOXL2 ENTPD4 ,,,OR2T29 OR2T34 OR2T10,,,,,SFMBT1,,,,,,,,OSGEPL1,,Arrb1,,,PLAT,,ALDH2,,ST6GAL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KCNK4,DUOXA2,,TPTE,ATRNL1,,,JUNB,,STIP1,,,SMTNL2,LRFN5 ,,,PACS2 LOC647310,,,,,SGMS1,,,,,,,,PA2G4,,Narfl,,,RWDD3,,APOBR,,EMID2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KDM2A,GABRA3,,TPTE2,ATXN7L2,,,TGFB1,,TRPT1,,,SNRPB,LRRC50 TAF1C ADAD2 KCNG4 WFDC1 HSDL1 ,,,PAQR5,,,,,SLC25A24,,,,,,,,PCSK4,,Usp20,,,CBFA2T3,,ARF4,,SHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PCNXL3,GMIP,,TRH,BLMH,,,PDGF2,,CYP17A1,,,SOX5,LRRC8A PHYHD1 DOLK NUP188 SH3GLB2 FAM73B DOLPP1 ,,,PLD5,,,,,SLC7A14,,,,,,,,PCYT2,,Eno3,,,MYB,,CHKA,,PPP1R9A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TMEM222,GPRIN2,,TXN,BMP5,,,RBX1,,FOXO1,,,SPAG16,LRRC8A PHYHD1 DOLK NUP188 SH3GLB2 FAM73B DOLPP1 CRAT ,,,RHD TMEM50A,,,,,SMG6,,,,,,,,PDCD6IP,,Camkk2,,,AK4,,CLDN20,,ZC3H6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ZNF764,GTF2H5,,TXN2,C10orf125,,,ARD1A,,PKLR,,,SPIC,MAB21L3 ,,,RNLS,,,,,SNORA23,,,,,,,,PDXDC1,,Itga2b,,,ARNT,,CRISP3,,LDB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AP000769.1,HLA-DRB6,,TXNDC2,C10orf32,,,AGT,,PRKAA2,,,ST7OT2,MAMDC2 ,,,SPANXN1,,,,,SNORA40,,,,,,,,PEMT,,Kdm4b,,,CASP3,,FAM228A,,TCEAL7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BAD,HSD17B10,,UBE2B,C1orf116,,,AGTRAP,,SYNJ2,,,STK32B,MAP1B MRPS27 ,,,SUZ12,,,,,SOX18,,,,,,,,PER1,,Prlr,,,LDHA,,FBXL22,,FAM107B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ITGAL,KDM5C,,UBQLN1,C21orf33,,,REN,,AGTRAP,,,SUCLG2,MAP2K3 KCNJ12 ,,,TMOD1 TSTD2 NCBP1 XPA,,,,,SPRED2,,,,,,,,PFAS,,Fgf14,,,UBA52,,FEM1B,,KIAA2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PPP2R5B,KIF22,,UCN,C21orf34,,,AGTR1,,ANP32D,,,TAF4,MAP4K4 ,,,TMPRSS11F SYT14L,,,,,SREBF2,,,,,,,,PFN1,,Pxn,,,DNMT3A,,FUBP1,,SLC38A3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TBC1D10C,LAMB2,,UCN3,C21orf7,,,NOS3,,ARID1B,,,TBCA,MAP4K4 IL1R2 ,,,TPTE2P3,,,,,SSBP3,,,,,,,,PGP,,Tlr4,,,CHCHD2,,GAS6,,THRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AC002310.13,LOC401022,,UCP3,C7orf58,,,AGTRL-1,,ARNT2,,,TCF4,MAP9 ,,,TYW1B,,,,,SSH3,,,,,,,,PHF23,,Pou5f1,,,LIMD1,,ITM2C,,PEBP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ADRBK1,LOC441495,,USF1,CACNA1E,,,ACE,,ATP1A2,,,TINAGL1,MAPK8IP3 NME3 MRPS34 EME2 SPSB3 NUBP2 IGFALS HAGH FAHD1 C16orf73 ,,,UBAP2 SNORD121A,,,,,ST5,,,,,,,,PHRF1,,Slc4a1,,,DDIT4,,KLHL20,,SYT5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FAM89B,LOC442454,,VEGFA,CCDC148,,,ACEII,,C12orf54,,,TP53BP1,MAST4 CD180 ,,,UBE2R2 UBAP2 SNORD121B,,,,,STMN2,,,,,,,,PIGQ,,Fgf1,,,MT-CYB,,LARP7,,EGR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FKBP2,LOC729723,,VHL,CCT5,,,AGTR2,,CDH1,,,TRPM3,MBOAT2 ,,,UBE2W,,,,,STON1-GTF2A1L,,,,,,,,PKD1,,Fzd4,,,PSMB1,,MANF,,FAM19A5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TBX10,MIR4271,,VHLL,CD2AP,,,ATP6AP2,,CNNM1,,,TTN,MCC ,,,ULK2,,,,,STXBP5L,,,,,,,,PLEC,,Sdc2,,,ATP7A,,MED18,,GPR25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1-Sep,MRAS,,VLDLR,CDH9,,,RENBP,,EGLN2,,,UHMK1,MECOM ,,,VCX,,,,,TCF7L2,,,,,,,,PLEKHN1,,Lgals1,,,TBL2,,MLH1,,BARX2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CARNS1,MTRNR2L10,,XRCC1,CDYL,,,NR2C2,,IGFBP2,,,USP36,MKX ARMC4 ,,,WDR67 FAM83A LOC100131726 C8orf76,,,,,TMC6,,,,,,,,PLK5,,Thbs3,,,ALDH3A1,,MRTO4,,ZIC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CORO1B,MYLK3,,,CEP350,,,SATB1,,PRKAA2,,,UST,MLLT1 ACER1 CLPP ALKBH7 PSPN GTF2F1 KHSRP SLC25A41 SLC25A23 CRB3 DENND1C ,,,WDR89,,,,,TMEM176B,,,,,,,,PLSCR3,,Hmox2,,,HIF3A,,MTL5,,TFAP2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TEX40,N6AMT2,,,CHRNA6,,,MAFK,,SATB1,,,VPS18,MME ,,,ZBTB8B,,,,,TMEM247,,,,,,,,PMEL17,,Cat,,,PKLR,,NOL3,,FBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RPS6KA4,PIK3CB,,,CLINT1,,,ZHX2,,SPRY2,,,XKR6,MON2 C12orf61 PPM1H ,,,ZNF367,,,,,TMTC1,,,,,,,,PPP1R12B,,Ptk2b,,,REG1A,,PCMT1,,ABCG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C11orf72,POPDC3,,,COL21A1,,,ANKRD49,,,,,YWHAQ,MORF4L1 CTSH RASGRF1 ,,,UBE2R2 UBAP2 SNORD121B SNORD121A,,,,,TNFRSF13C,,,,,,,,PPP1R16A,,LOC102915382,,,ITPR1,,POTEE,,ACTC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PITPNM1,RBM27,,,CPEB2,,,HBB,,,,,ZBTB20,MPDZ ,,,STARD8,,,,,TTC39C,,,,,,,,PPP6R2,,Becn1,,,TRH,,PPIL4,,ACVRL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GSTP1,RHOA,,,CUEDC2,,,HBD,,,,,ZFR,MRPS15 CSF3R ,,,PPARA C22orf40 PKDREJ TTC38 CN5H6.4 GTSE1,,,,,TTC7A,,,,,,,,PRAME,,Hif1an,,,ERO1A,,PTRF,,AFF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CDK2AP2,SH2B1,,,CXCL5,,,HBE1,,,,,ZMIZ1,MSH4 ASB17 ,,,NCRNA00182 MIR421 MIR374B MIR374C MIR545 MIR374A ZCCHC13,,,,,U3,,,,,,,,PRRT4,,P4ha3,,,VEGFA,,RBM14-RBM4,,AKT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PPP1R14B,SNORA11,,,DBF4B,,,HBG1,,,,,ZNF391,MSI2 ,,,MGA MIR626,,,,,U91319.1,,,,,,,,PRSS22,,Cdc42,,,PSMA4,,RBM14-RBM4,,ARF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
